trade_date,bad_risk_logit
20260105,0.2908275306013566
20260106,0.2339250754704152
20260107,0.370194991250876
20260108,0.373074335015373
20260109,0.3529925154596107
20260112,0.5829648120257611
20260113,0.4129523822949687
20260114,0.7512168787376328
20260115,0.5256787243517997
20260116,0.5286509631309098
20260119,0.4126727127261884
20260120,0.3119755183608365
20260121,0.4263205597158136
20260122,0.2990256755975536
20260123,0.5517119086530033
20260126,0.3486436580890519
20260127,0.4759915682428854
20260128,0.3756679821256981
20260129,0.2599525732757825
20260130,0.4288752038146626
20260202,0.4386311671822885
20260203,0.5898562738083616
20260204,0.3713875930987388
20260205,0.370794164300572
20260206,0.6685530683039433
20260209,0.3573543450833649
20260210,0.5671547026901256
20260211,0.3919883313083134
20260212,0.6526283192087581
20260213,0.5314681104777779
20260224,0.524712524767716
20260225,0.5243739384550044
20260226,0.4946033810691523
20260227,0.5336768438252666
20260302,0.5197649372702459
20260303,0.1989884193064799
20260304,0.6226491154575183
20260305,0.4528649586861907
20260306,0.37223335397461
20260309,0.5021037968541092
20260310,0.472856820879359
20260311,0.4534110326870348
20260312,0.3943764562518052
20260313,0.5031576466440499
20260316,0.384262555800733
20260317,0.2539011369628223
20260318,0.5109003784183773
20260319,0.4797406088580991
20260320,0.3808222416061809
20260323,0.4116816298349659
20260324,0.6833661864453124
20260325,0.5718186417795539
20260326,0.5993702979504898
20260327,0.5924567883942604
20260330,0.6302385508986575
20260331,0.4184979265806663
20260401,0.4316021580081697
20260402,0.4205150790727927
20260403,0.4785799174391195
20260407,0.5025521522185833
20260408,0.5964819415277334
20260409,0.7238954826950703
20260410,0.4329782039612982
20260413,0.4761934849215689
20260414,0.4443832038099741
20260415,0.3644306456852036
20260416,0.7158374278684628
20260417,0.7147964598699446
20260420,0.4749203606810171
20260421,0.420741269885351
20260422,0.5328723420580836
20260423,0.3457940240053174
20260424,0.372085550651425
20260427,0.5721039040849292
20260428,0.3602715229398455
20260429,0.4116454531453157
20260430,0.4585491938719083
20260506,0.5947626825248107
20260507,0.526470545913809
20260508,0.4328922018105429
20260511,0.5883566654849967
20260512,0.4683180972247086
20260513,0.7118002621472066
20260514,0.3619163226283191
20260515,0.2756239650881247
20260518,0.5734120212701544
20260519,0.3970287088331992
20260520,0.53579145723212
20260521,0.3212447380895561
20260522,0.5321976281750436
20260525,0.5457766637811426
20260526,0.2802927373426438
20260527,0.4146913455745812
20260528,0.6847983347348754
20260529,0.1578036190559378
20260601,0.2313720210042687
20260602,0.5025892236914328
20260603,0.4785903138535352
20260604,0.5564709393776596
20260605,0.3260419786197703
20260608,0.4548335226731657
20260609,0.6280099584160425
20260610,0.1905859296825894
20260611,0.4905310061925155
20260612,0.242836426373156
20260615,0.5971637712430123
20260616,0.7554341335256896
20260617,0.7357061706200577
20260618,0.7623834763756316
20260622,0.508454896485844
20260623,0.1333996824774292
20260624,0.7786440691567963
20260625,0.6987645674076446
20260626,0.3459603857017955
20260629,0.2252557944758425
20260630,0.7773421689510042
20260701,0.5102448747784064
20260702,0.2800648050092456
20260703,0.5399378421012335
20260706,0.3516655470065263
20260707,0.494214966529119
20260708,0.2332980659502901
20260709,0.4650204180160828
20260710,0.3975686437784439
20260713,0.1116810146875869
20260714,0.576194265321806
20260715,0.467605455854549
20260716,0.3329193296499635
20260717,0.1170917952896691
20260720,0.1315012328425072
20260721,0.8408146702518738
20260722,0.5062532876600104
20260723,0.6306588532127987
20260724,0.5767225055048317
20260727,0.6824045937556015
20260728,0.2213871156995135
20260729,0.694125392686594
20260730,0.2691148446811166
20260731,0.4739254032622409
20260803,0.4139607083618312
20260804,0.7980195732057169
20260805,0.4572374652113571
20260806,0.4023576735198759
20260807,0.4629387306805079
20260810,0.3667572652010344
20260811,0.542617966271371
20260812,0.5373744809671657
20260813,0.4390838910427813
20260814,0.4154511034280981
20260817,0.4271722307267578
20260818,0.2428274560081603
20260819,0.0154638095004783
20260820,0.4467704085366641
20260821,0.5815867014565147
20260824,0.3652101176706852
20260825,0.190496955550346
20260826,0.5602366918700616
20260827,0.4291298697987001
20260828,0.415236066232418
20260831,0.464960172730797
20260901,0.2775854307498386
20260917,0.3638253149883943
