model,ts_code,trade_date,priority_name,priority,target
h5m80d50_direction,300857.SZ,20260723,H5_COMPETING_DIRECTION_TOP3,1,
h5m80d50_direction,301205.SZ,20260723,H5_COMPETING_DIRECTION_TOP3,1,
h5m80d50_direction,301526.SZ,20260722,H5_COMPETING_DIRECTION_TOP3,1,
h5m80d50_direction,603083.SH,20260722,H5_COMPETING_DIRECTION_TOP3,1,
h5m80d50_direction,688333.SH,20260722,H5_COMPETING_DIRECTION_TOP3,1,
h5m80d50_direction,300570.SZ,20260721,H5_COMPETING_DIRECTION_TOP3,1,
h5m80d50_direction,300620.SZ,20260721,H5_COMPETING_DIRECTION_TOP3,1,
h5m80d50_direction,301205.SZ,20260721,H5_COMPETING_DIRECTION_TOP3,1,
h5m80d50_direction,300570.SZ,20260720,H5_COMPETING_DIRECTION_TOP3,1,
h5m80d50_direction,301200.SZ,20260720,H5_COMPETING_DIRECTION_TOP3,1,
h5m80d50_direction,688549.SH,20260720,H5_COMPETING_DIRECTION_TOP3,1,
h5m80d50_direction,300570.SZ,20260717,H5_COMPETING_DIRECTION_TOP3,1,
h5m80d50_direction,688300.SH,20260717,H5_COMPETING_DIRECTION_TOP3,1,
h5m80d50_direction,688630.SH,20260717,H5_COMPETING_DIRECTION_TOP3,1,
h5m80d50_direction,002739.SZ,20260716,H5_COMPETING_DIRECTION_TOP3,1,
h5m80d50_direction,688017.SH,20260716,H5_COMPETING_DIRECTION_TOP3,1,
h5m80d50_direction,688048.SH,20260716,H5_COMPETING_DIRECTION_TOP3,1,
h5m80d50_direction,301511.SZ,20260715,H5_COMPETING_DIRECTION_TOP3,1,
h5m80d50_direction,603127.SH,20260715,H5_COMPETING_DIRECTION_TOP3,1,
h5m80d50_direction,688192.SH,20260715,H5_COMPETING_DIRECTION_TOP3,1,
h5m80d50_direction,301611.SZ,20260714,H5_COMPETING_DIRECTION_TOP3,1,
h5m80d50_direction,600206.SH,20260714,H5_COMPETING_DIRECTION_TOP3,1,
h5m80d50_direction,688702.SH,20260714,H5_COMPETING_DIRECTION_TOP3,1,
h5m80d50_direction,300065.SZ,20260713,H5_COMPETING_DIRECTION_TOP3,1,
h5m80d50_direction,300604.SZ,20260713,H5_COMPETING_DIRECTION_TOP3,1,
h5m80d50_direction,688362.SH,20260713,H5_COMPETING_DIRECTION_TOP3,1,
h5m80d50_direction,300475.SZ,20260710,H5_COMPETING_DIRECTION_TOP3,1,
h5m80d50_direction,688333.SH,20260710,H5_COMPETING_DIRECTION_TOP3,1,
h5m80d50_direction,688343.SH,20260710,H5_COMPETING_DIRECTION_TOP3,1,
h5m80d50_direction,000021.SZ,20260709,H5_COMPETING_DIRECTION_TOP3,1,
h5m80d50_direction,300475.SZ,20260709,H5_COMPETING_DIRECTION_TOP3,1,
h5m80d50_direction,688048.SH,20260709,H5_COMPETING_DIRECTION_TOP3,1,
h5m80d50_direction,600206.SH,20260708,H5_COMPETING_DIRECTION_TOP3,1,
h5m80d50_direction,688123.SH,20260708,H5_COMPETING_DIRECTION_TOP3,1,
h5m80d50_direction,688432.SH,20260708,H5_COMPETING_DIRECTION_TOP3,1,
h5m80d50_direction,002192.SZ,20260707,H5_COMPETING_DIRECTION_TOP3,1,
h5m80d50_direction,002536.SZ,20260707,H5_COMPETING_DIRECTION_TOP3,1,
h5m80d50_direction,688629.SH,20260707,H5_COMPETING_DIRECTION_TOP3,1,
h5m80d50_direction,688331.SH,20260706,H5_COMPETING_DIRECTION_TOP3,1,
h5m80d50_direction,688336.SH,20260706,H5_COMPETING_DIRECTION_TOP3,1,
h5m80d50_direction,688629.SH,20260706,H5_COMPETING_DIRECTION_TOP3,1,
h5m80d50_direction,600206.SH,20260703,H5_COMPETING_DIRECTION_TOP3,1,
h5m80d50_direction,688432.SH,20260703,H5_COMPETING_DIRECTION_TOP3,1,
h5m80d50_direction,688629.SH,20260703,H5_COMPETING_DIRECTION_TOP3,1,
h5m80d50_direction,600378.SH,20260702,H5_COMPETING_DIRECTION_TOP3,1,
h5m80d50_direction,600641.SH,20260702,H5_COMPETING_DIRECTION_TOP3,1,
h5m80d50_direction,600667.SH,20260702,H5_COMPETING_DIRECTION_TOP3,1,
h5m80d50_direction,002747.SZ,20260701,H5_COMPETING_DIRECTION_TOP3,1,
h5m80d50_direction,600378.SH,20260701,H5_COMPETING_DIRECTION_TOP3,1,
h5m80d50_direction,603379.SH,20260701,H5_COMPETING_DIRECTION_TOP3,1,
h5m80d50_direction,301611.SZ,20260630,H5_COMPETING_DIRECTION_TOP3,1,
h5m80d50_direction,603678.SH,20260630,H5_COMPETING_DIRECTION_TOP3,1,
h5m80d50_direction,688432.SH,20260630,H5_COMPETING_DIRECTION_TOP3,1,
h5m80d50_direction,002138.SZ,20260629,H5_COMPETING_DIRECTION_TOP3,1,
h5m80d50_direction,002859.SZ,20260629,H5_COMPETING_DIRECTION_TOP3,1,
h5m80d50_direction,301526.SZ,20260629,H5_COMPETING_DIRECTION_TOP3,1,
h5m80d50_direction,300223.SZ,20260626,H5_COMPETING_DIRECTION_TOP3,1,
h5m80d50_direction,300475.SZ,20260626,H5_COMPETING_DIRECTION_TOP3,1,
h5m80d50_direction,605589.SH,20260626,H5_COMPETING_DIRECTION_TOP3,1,
h5m80d50_direction,000811.SZ,20260625,H5_COMPETING_DIRECTION_TOP3,1,
h5m80d50_direction,002068.SZ,20260625,H5_COMPETING_DIRECTION_TOP3,1,
h5m80d50_direction,600667.SH,20260625,H5_COMPETING_DIRECTION_TOP3,1,
h5m80d50_direction,600667.SH,20260624,H5_COMPETING_DIRECTION_TOP3,1,
h5m80d50_direction,600909.SH,20260624,H5_COMPETING_DIRECTION_TOP3,1,
h5m80d50_direction,603650.SH,20260624,H5_COMPETING_DIRECTION_TOP3,1,
h5m80d50_direction,300223.SZ,20260623,H5_COMPETING_DIRECTION_TOP3,1,
h5m80d50_direction,300285.SZ,20260623,H5_COMPETING_DIRECTION_TOP3,1,
h5m80d50_direction,600206.SH,20260623,H5_COMPETING_DIRECTION_TOP3,1,
h5m80d50_direction,000657.SZ,20260622,H5_COMPETING_DIRECTION_TOP3,1,
h5m80d50_direction,002436.SZ,20260622,H5_COMPETING_DIRECTION_TOP3,1,
h5m80d50_direction,600206.SH,20260622,H5_COMPETING_DIRECTION_TOP3,1,
h5m80d50_direction,002080.SZ,20260618,H5_COMPETING_DIRECTION_TOP3,1,
h5m80d50_direction,300475.SZ,20260618,H5_COMPETING_DIRECTION_TOP3,1,
h5m80d50_direction,600353.SH,20260618,H5_COMPETING_DIRECTION_TOP3,1,
h5m80d50_direction,002436.SZ,20260617,H5_COMPETING_DIRECTION_TOP3,1,
h5m80d50_direction,600549.SH,20260617,H5_COMPETING_DIRECTION_TOP3,1,
h5m80d50_direction,601636.SH,20260617,H5_COMPETING_DIRECTION_TOP3,1,
h5m80d50_direction,000657.SZ,20260616,H5_COMPETING_DIRECTION_TOP3,1,
h5m80d50_direction,301526.SZ,20260616,H5_COMPETING_DIRECTION_TOP3,1,
h5m80d50_direction,600549.SH,20260616,H5_COMPETING_DIRECTION_TOP3,1,
h5m80d50_direction,002428.SZ,20260615,H5_COMPETING_DIRECTION_TOP3,1,
h5m80d50_direction,300570.SZ,20260615,H5_COMPETING_DIRECTION_TOP3,1,
h5m80d50_direction,601958.SH,20260615,H5_COMPETING_DIRECTION_TOP3,1,
h5m80d50_direction,002203.SZ,20260612,H5_COMPETING_DIRECTION_TOP3,1,
h5m80d50_direction,601208.SH,20260612,H5_COMPETING_DIRECTION_TOP3,1,
h5m80d50_direction,601958.SH,20260612,H5_COMPETING_DIRECTION_TOP3,1,
h5m80d50_direction,300260.SZ,20260611,H5_COMPETING_DIRECTION_TOP3,1,
h5m80d50_direction,300666.SZ,20260611,H5_COMPETING_DIRECTION_TOP3,1,
h5m80d50_direction,600378.SH,20260611,H5_COMPETING_DIRECTION_TOP3,1,
h5m80d50_direction,601208.SH,20260610,H5_COMPETING_DIRECTION_TOP3,1,
h5m80d50_direction,688300.SH,20260610,H5_COMPETING_DIRECTION_TOP3,1,
h5m80d50_direction,688630.SH,20260610,H5_COMPETING_DIRECTION_TOP3,1,
h5m80d50_direction,601208.SH,20260609,H5_COMPETING_DIRECTION_TOP3,1,
h5m80d50_direction,605376.SH,20260609,H5_COMPETING_DIRECTION_TOP3,1,
h5m80d50_direction,605589.SH,20260609,H5_COMPETING_DIRECTION_TOP3,1,
h5m80d50_direction,300260.SZ,20260608,H5_COMPETING_DIRECTION_TOP3,1,
h5m80d50_direction,300811.SZ,20260608,H5_COMPETING_DIRECTION_TOP3,1,
h5m80d50_direction,605358.SH,20260608,H5_COMPETING_DIRECTION_TOP3,1,
h5m80d50_direction,301377.SZ,20260605,H5_COMPETING_DIRECTION_TOP3,1,
h5m80d50_direction,600487.SH,20260605,H5_COMPETING_DIRECTION_TOP3,1,
h5m80d50_direction,688630.SH,20260605,H5_COMPETING_DIRECTION_TOP3,1,
h5m80d50_direction,002484.SZ,20260604,H5_COMPETING_DIRECTION_TOP3,1,
h5m80d50_direction,600403.SH,20260604,H5_COMPETING_DIRECTION_TOP3,1,
h5m80d50_direction,688017.SH,20260604,H5_COMPETING_DIRECTION_TOP3,1,
h5m80d50_direction,002156.SZ,20260603,H5_COMPETING_DIRECTION_TOP3,1,
h5m80d50_direction,600487.SH,20260603,H5_COMPETING_DIRECTION_TOP3,1,
h5m80d50_direction,603663.SH,20260603,H5_COMPETING_DIRECTION_TOP3,1,
h5m80d50_direction,002851.SZ,20260602,H5_COMPETING_DIRECTION_TOP3,1,
h5m80d50_direction,600403.SH,20260602,H5_COMPETING_DIRECTION_TOP3,1,
h5m80d50_direction,688630.SH,20260602,H5_COMPETING_DIRECTION_TOP3,1,
h5m80d50_direction,000636.SZ,20260601,H5_COMPETING_DIRECTION_TOP3,1,
h5m80d50_direction,000767.SZ,20260601,H5_COMPETING_DIRECTION_TOP3,1,
h5m80d50_direction,301171.SZ,20260601,H5_COMPETING_DIRECTION_TOP3,1,
h5m80d50_direction,000021.SZ,20260529,H5_COMPETING_DIRECTION_TOP3,1,
h5m80d50_direction,000539.SZ,20260529,H5_COMPETING_DIRECTION_TOP3,1,
h5m80d50_direction,002484.SZ,20260529,H5_COMPETING_DIRECTION_TOP3,1,
h5m80d50_direction,000539.SZ,20260528,H5_COMPETING_DIRECTION_TOP3,1,
h5m80d50_direction,000791.SZ,20260528,H5_COMPETING_DIRECTION_TOP3,1,
h5m80d50_direction,603678.SH,20260528,H5_COMPETING_DIRECTION_TOP3,1,
h5m80d50_direction,300672.SZ,20260527,H5_COMPETING_DIRECTION_TOP3,1,
h5m80d50_direction,300776.SZ,20260527,H5_COMPETING_DIRECTION_TOP3,1,
h5m80d50_direction,688347.SH,20260527,H5_COMPETING_DIRECTION_TOP3,1,
h5m80d50_direction,002185.SZ,20260526,H5_COMPETING_DIRECTION_TOP3,1,
h5m80d50_direction,300567.SZ,20260526,H5_COMPETING_DIRECTION_TOP3,1,
h5m80d50_direction,300672.SZ,20260526,H5_COMPETING_DIRECTION_TOP3,1,
h5m80d50_direction,000636.SZ,20260525,H5_COMPETING_DIRECTION_TOP3,1,
h5m80d50_direction,002897.SZ,20260525,H5_COMPETING_DIRECTION_TOP3,1,
h5m80d50_direction,600186.SH,20260525,H5_COMPETING_DIRECTION_TOP3,1,
h5m80d50_direction,000636.SZ,20260522,H5_COMPETING_DIRECTION_TOP3,1,
h5m80d50_direction,301200.SZ,20260522,H5_COMPETING_DIRECTION_TOP3,1,
h5m80d50_direction,603228.SH,20260522,H5_COMPETING_DIRECTION_TOP3,1,
h5m80d50_direction,300323.SZ,20260521,H5_COMPETING_DIRECTION_TOP3,1,
h5m80d50_direction,300567.SZ,20260521,H5_COMPETING_DIRECTION_TOP3,1,
h5m80d50_direction,300776.SZ,20260521,H5_COMPETING_DIRECTION_TOP3,1,
h5m80d50_direction,300567.SZ,20260520,H5_COMPETING_DIRECTION_TOP3,1,
h5m80d50_direction,300776.SZ,20260520,H5_COMPETING_DIRECTION_TOP3,1,
h5m80d50_direction,688147.SH,20260520,H5_COMPETING_DIRECTION_TOP3,1,
h5m80d50_direction,002421.SZ,20260519,H5_COMPETING_DIRECTION_TOP3,1,
h5m80d50_direction,300657.SZ,20260519,H5_COMPETING_DIRECTION_TOP3,1,
h5m80d50_direction,600903.SH,20260519,H5_COMPETING_DIRECTION_TOP3,1,
h5m80d50_direction,002929.SZ,20260518,H5_COMPETING_DIRECTION_TOP3,1,
h5m80d50_direction,600578.SH,20260518,H5_COMPETING_DIRECTION_TOP3,1,
h5m80d50_direction,002929.SZ,20260515,H5_COMPETING_DIRECTION_TOP3,1,
h5m80d50_direction,300776.SZ,20260515,H5_COMPETING_DIRECTION_TOP3,1,
h5m80d50_direction,300820.SZ,20260515,H5_COMPETING_DIRECTION_TOP3,1,
h5m80d50_direction,002008.SZ,20260514,H5_COMPETING_DIRECTION_TOP3,1,
h5m80d50_direction,603688.SH,20260514,H5_COMPETING_DIRECTION_TOP3,1,
h5m80d50_direction,688146.SH,20260514,H5_COMPETING_DIRECTION_TOP3,1,
h5m80d50_direction,002008.SZ,20260513,H5_COMPETING_DIRECTION_TOP3,1,
h5m80d50_direction,002498.SZ,20260513,H5_COMPETING_DIRECTION_TOP3,1,
h5m80d50_direction,600869.SH,20260513,H5_COMPETING_DIRECTION_TOP3,1,
h5m80d50_direction,002281.SZ,20260512,H5_COMPETING_DIRECTION_TOP3,1,
h5m80d50_direction,688146.SH,20260512,H5_COMPETING_DIRECTION_TOP3,1,
h5m80d50_direction,688313.SH,20260512,H5_COMPETING_DIRECTION_TOP3,1,
h5m80d50_direction,002008.SZ,20260511,H5_COMPETING_DIRECTION_TOP3,1,
h5m80d50_direction,002281.SZ,20260511,H5_COMPETING_DIRECTION_TOP3,1,
h5m80d50_direction,601991.SH,20260511,H5_COMPETING_DIRECTION_TOP3,1,
h5m80d50_direction,002317.SZ,20260508,H5_COMPETING_DIRECTION_TOP3,1,
h5m80d50_direction,002929.SZ,20260508,H5_COMPETING_DIRECTION_TOP3,1,
h5m80d50_direction,601991.SH,20260508,H5_COMPETING_DIRECTION_TOP3,1,
h5m80d50_direction,002081.SZ,20260507,H5_COMPETING_DIRECTION_TOP3,1,
h5m80d50_direction,301511.SZ,20260507,H5_COMPETING_DIRECTION_TOP3,1,
h5m80d50_direction,301526.SZ,20260507,H5_COMPETING_DIRECTION_TOP3,1,
h5m80d50_direction,002149.SZ,20260506,H5_COMPETING_DIRECTION_TOP3,1,
h5m80d50_direction,301217.SZ,20260506,H5_COMPETING_DIRECTION_TOP3,1,
h5m80d50_direction,600673.SH,20260506,H5_COMPETING_DIRECTION_TOP3,1,
h5m80d50_direction,002192.SZ,20260430,H5_COMPETING_DIRECTION_TOP3,1,
h5m80d50_direction,300390.SZ,20260430,H5_COMPETING_DIRECTION_TOP3,1,
h5m80d50_direction,301217.SZ,20260430,H5_COMPETING_DIRECTION_TOP3,1,
h5m80d50_direction,300390.SZ,20260429,H5_COMPETING_DIRECTION_TOP3,1,
h5m80d50_direction,300438.SZ,20260429,H5_COMPETING_DIRECTION_TOP3,1,
h5m80d50_direction,301217.SZ,20260429,H5_COMPETING_DIRECTION_TOP3,1,
h5m80d50_direction,300613.SZ,20260428,H5_COMPETING_DIRECTION_TOP3,1,
h5m80d50_direction,688048.SH,20260428,H5_COMPETING_DIRECTION_TOP3,1,
h5m80d50_direction,688702.SH,20260428,H5_COMPETING_DIRECTION_TOP3,1,
h5m80d50_direction,000062.SZ,20260427,H5_COMPETING_DIRECTION_TOP3,1,
h5m80d50_direction,301500.SZ,20260427,H5_COMPETING_DIRECTION_TOP3,1,
h5m80d50_direction,688106.SH,20260427,H5_COMPETING_DIRECTION_TOP3,1,
h5m80d50_direction,300857.SZ,20260424,H5_COMPETING_DIRECTION_TOP3,1,
h5m80d50_direction,301511.SZ,20260424,H5_COMPETING_DIRECTION_TOP3,1,
h5m80d50_direction,688048.SH,20260424,H5_COMPETING_DIRECTION_TOP3,1,
h5m80d50_direction,300857.SZ,20260423,H5_COMPETING_DIRECTION_TOP3,1,
h5m80d50_direction,600105.SH,20260423,H5_COMPETING_DIRECTION_TOP3,1,
h5m80d50_direction,688048.SH,20260423,H5_COMPETING_DIRECTION_TOP3,1,
h5m80d50_direction,002081.SZ,20260422,H5_COMPETING_DIRECTION_TOP3,1,
h5m80d50_direction,688048.SH,20260422,H5_COMPETING_DIRECTION_TOP3,1,
h5m80d50_direction,688313.SH,20260422,H5_COMPETING_DIRECTION_TOP3,1,
h5m80d50_direction,002428.SZ,20260421,H5_COMPETING_DIRECTION_TOP3,1,
h5m80d50_direction,300390.SZ,20260421,H5_COMPETING_DIRECTION_TOP3,1,
h5m80d50_direction,688502.SH,20260421,H5_COMPETING_DIRECTION_TOP3,1,
h5m80d50_direction,002281.SZ,20260420,H5_COMPETING_DIRECTION_TOP3,1,
h5m80d50_direction,002428.SZ,20260420,H5_COMPETING_DIRECTION_TOP3,1,
h5m80d50_direction,688313.SH,20260420,H5_COMPETING_DIRECTION_TOP3,1,
h5m80d50_direction,002428.SZ,20260417,H5_COMPETING_DIRECTION_TOP3,1,
h5m80d50_direction,300390.SZ,20260417,H5_COMPETING_DIRECTION_TOP3,1,
h5m80d50_direction,603083.SH,20260417,H5_COMPETING_DIRECTION_TOP3,1,
h5m80d50_direction,300390.SZ,20260416,H5_COMPETING_DIRECTION_TOP3,1,
h5m80d50_direction,603826.SH,20260416,H5_COMPETING_DIRECTION_TOP3,1,
h5m80d50_direction,688048.SH,20260416,H5_COMPETING_DIRECTION_TOP3,1,
h5m80d50_direction,001309.SZ,20260415,H5_COMPETING_DIRECTION_TOP3,1,
h5m80d50_direction,688048.SH,20260415,H5_COMPETING_DIRECTION_TOP3,1,
h5m80d50_direction,688313.SH,20260415,H5_COMPETING_DIRECTION_TOP3,1,
h5m80d50_direction,000967.SZ,20260414,H5_COMPETING_DIRECTION_TOP3,1,
h5m80d50_direction,002364.SZ,20260414,H5_COMPETING_DIRECTION_TOP3,1,
h5m80d50_direction,300548.SZ,20260414,H5_COMPETING_DIRECTION_TOP3,1,
h5m80d50_direction,001309.SZ,20260413,H5_COMPETING_DIRECTION_TOP3,1,
h5m80d50_direction,600105.SH,20260413,H5_COMPETING_DIRECTION_TOP3,1,
h5m80d50_direction,688313.SH,20260413,H5_COMPETING_DIRECTION_TOP3,1,
h5m80d50_direction,002281.SZ,20260410,H5_COMPETING_DIRECTION_TOP3,1,
h5m80d50_direction,002364.SZ,20260410,H5_COMPETING_DIRECTION_TOP3,1,
h5m80d50_direction,300548.SZ,20260410,H5_COMPETING_DIRECTION_TOP3,1,
h5m80d50_direction,300548.SZ,20260409,H5_COMPETING_DIRECTION_TOP3,1,
h5m80d50_direction,688205.SH,20260409,H5_COMPETING_DIRECTION_TOP3,1,
h5m80d50_direction,688313.SH,20260409,H5_COMPETING_DIRECTION_TOP3,1,
h5m80d50_direction,300548.SZ,20260408,H5_COMPETING_DIRECTION_TOP3,1,
h5m80d50_direction,601869.SH,20260408,H5_COMPETING_DIRECTION_TOP3,1,
h5m80d50_direction,688205.SH,20260408,H5_COMPETING_DIRECTION_TOP3,1,
h5m80d50_direction,002428.SZ,20260407,H5_COMPETING_DIRECTION_TOP3,1,
h5m80d50_direction,002432.SZ,20260407,H5_COMPETING_DIRECTION_TOP3,1,
h5m80d50_direction,688205.SH,20260407,H5_COMPETING_DIRECTION_TOP3,1,
h5m80d50_direction,002428.SZ,20260403,H5_COMPETING_DIRECTION_TOP3,1,
h5m80d50_direction,002432.SZ,20260403,H5_COMPETING_DIRECTION_TOP3,1,
h5m80d50_direction,688048.SH,20260403,H5_COMPETING_DIRECTION_TOP3,1,
h5m80d50_direction,000950.SZ,20260402,H5_COMPETING_DIRECTION_TOP3,1,
h5m80d50_direction,002432.SZ,20260402,H5_COMPETING_DIRECTION_TOP3,1,
h5m80d50_direction,688331.SH,20260402,H5_COMPETING_DIRECTION_TOP3,1,
h5m80d50_direction,001309.SZ,20260401,H5_COMPETING_DIRECTION_TOP3,1,
h5m80d50_direction,002428.SZ,20260401,H5_COMPETING_DIRECTION_TOP3,1,
h5m80d50_direction,688048.SH,20260401,H5_COMPETING_DIRECTION_TOP3,1,
h5m80d50_direction,000657.SZ,20260331,H5_COMPETING_DIRECTION_TOP3,1,
h5m80d50_direction,600259.SH,20260331,H5_COMPETING_DIRECTION_TOP3,1,
h5m80d50_direction,688331.SH,20260331,H5_COMPETING_DIRECTION_TOP3,1,
h5m80d50_direction,002038.SZ,20260330,H5_COMPETING_DIRECTION_TOP3,1,
h5m80d50_direction,002756.SZ,20260330,H5_COMPETING_DIRECTION_TOP3,1,
h5m80d50_direction,603026.SH,20260330,H5_COMPETING_DIRECTION_TOP3,1,
h5m80d50_direction,000767.SZ,20260327,H5_COMPETING_DIRECTION_TOP3,1,
h5m80d50_direction,603026.SH,20260327,H5_COMPETING_DIRECTION_TOP3,1,
h5m80d50_direction,688205.SH,20260327,H5_COMPETING_DIRECTION_TOP3,1,
h5m80d50_direction,000767.SZ,20260326,H5_COMPETING_DIRECTION_TOP3,1,
h5m80d50_direction,600163.SH,20260326,H5_COMPETING_DIRECTION_TOP3,1,
h5m80d50_direction,688048.SH,20260326,H5_COMPETING_DIRECTION_TOP3,1,
h5m80d50_direction,002192.SZ,20260325,H5_COMPETING_DIRECTION_TOP3,1,
h5m80d50_direction,600821.SH,20260325,H5_COMPETING_DIRECTION_TOP3,1,
h5m80d50_direction,601869.SH,20260325,H5_COMPETING_DIRECTION_TOP3,1,
h5m80d50_direction,000035.SZ,20260324,H5_COMPETING_DIRECTION_TOP3,1,
h5m80d50_direction,002192.SZ,20260324,H5_COMPETING_DIRECTION_TOP3,1,
h5m80d50_direction,002498.SZ,20260324,H5_COMPETING_DIRECTION_TOP3,1,
h5m80d50_direction,300672.SZ,20260323,H5_COMPETING_DIRECTION_TOP3,1,
h5m80d50_direction,688519.SH,20260323,H5_COMPETING_DIRECTION_TOP3,1,
h5m80d50_direction,688717.SH,20260323,H5_COMPETING_DIRECTION_TOP3,1,
h5m80d50_direction,301205.SZ,20260320,H5_COMPETING_DIRECTION_TOP3,1,
h5m80d50_direction,600821.SH,20260320,H5_COMPETING_DIRECTION_TOP3,1,
h5m80d50_direction,688048.SH,20260320,H5_COMPETING_DIRECTION_TOP3,1,
h5m80d50_direction,002432.SZ,20260319,H5_COMPETING_DIRECTION_TOP3,1,
h5m80d50_direction,300166.SZ,20260319,H5_COMPETING_DIRECTION_TOP3,1,
h5m80d50_direction,600821.SH,20260319,H5_COMPETING_DIRECTION_TOP3,1,
h5m80d50_direction,300166.SZ,20260318,H5_COMPETING_DIRECTION_TOP3,1,
h5m80d50_direction,300672.SZ,20260318,H5_COMPETING_DIRECTION_TOP3,1,
h5m80d50_direction,603248.SH,20260318,H5_COMPETING_DIRECTION_TOP3,1,
h5m80d50_direction,002015.SZ,20260317,H5_COMPETING_DIRECTION_TOP3,1,
h5m80d50_direction,301511.SZ,20260317,H5_COMPETING_DIRECTION_TOP3,1,
h5m80d50_direction,688295.SH,20260317,H5_COMPETING_DIRECTION_TOP3,1,
h5m80d50_direction,300548.SZ,20260316,H5_COMPETING_DIRECTION_TOP3,1,
h5m80d50_direction,600330.SH,20260316,H5_COMPETING_DIRECTION_TOP3,1,
h5m80d50_direction,688717.SH,20260316,H5_COMPETING_DIRECTION_TOP3,1,
h5m80d50_direction,300438.SZ,20260313,H5_COMPETING_DIRECTION_TOP3,1,
h5m80d50_direction,300763.SZ,20260313,H5_COMPETING_DIRECTION_TOP3,1,
h5m80d50_direction,688717.SH,20260313,H5_COMPETING_DIRECTION_TOP3,1,
h5m80d50_direction,002015.SZ,20260312,H5_COMPETING_DIRECTION_TOP3,1,
h5m80d50_direction,601016.SH,20260312,H5_COMPETING_DIRECTION_TOP3,1,
h5m80d50_direction,688295.SH,20260312,H5_COMPETING_DIRECTION_TOP3,1,
h5m80d50_direction,301217.SZ,20260311,H5_COMPETING_DIRECTION_TOP3,1,
h5m80d50_direction,601869.SH,20260311,H5_COMPETING_DIRECTION_TOP3,1,
h5m80d50_direction,688300.SH,20260311,H5_COMPETING_DIRECTION_TOP3,1,
h5m80d50_direction,300870.SZ,20260310,H5_COMPETING_DIRECTION_TOP3,1,
h5m80d50_direction,688158.SH,20260310,H5_COMPETING_DIRECTION_TOP3,1,
h5m80d50_direction,688300.SH,20260310,H5_COMPETING_DIRECTION_TOP3,1,
h5m80d50_direction,001203.SZ,20260309,H5_COMPETING_DIRECTION_TOP3,1,
h5m80d50_direction,002015.SZ,20260309,H5_COMPETING_DIRECTION_TOP3,1,
h5m80d50_direction,600821.SH,20260309,H5_COMPETING_DIRECTION_TOP3,1,
h5m80d50_direction,002498.SZ,20260306,H5_COMPETING_DIRECTION_TOP3,1,
h5m80d50_direction,300323.SZ,20260306,H5_COMPETING_DIRECTION_TOP3,1,
h5m80d50_direction,600821.SH,20260306,H5_COMPETING_DIRECTION_TOP3,1,
h5m80d50_direction,002498.SZ,20260305,H5_COMPETING_DIRECTION_TOP3,1,
h5m80d50_direction,300323.SZ,20260305,H5_COMPETING_DIRECTION_TOP3,1,
h5m80d50_direction,600487.SH,20260305,H5_COMPETING_DIRECTION_TOP3,1,
h5m80d50_direction,300870.SZ,20260304,H5_COMPETING_DIRECTION_TOP3,1,
h5m80d50_direction,301500.SZ,20260304,H5_COMPETING_DIRECTION_TOP3,1,
h5m80d50_direction,688702.SH,20260304,H5_COMPETING_DIRECTION_TOP3,1,
h5m80d50_direction,002378.SZ,20260303,H5_COMPETING_DIRECTION_TOP3,1,
h5m80d50_direction,601869.SH,20260303,H5_COMPETING_DIRECTION_TOP3,1,
h5m80d50_direction,601975.SH,20260303,H5_COMPETING_DIRECTION_TOP3,1,
h5m80d50_direction,000657.SZ,20260302,H5_COMPETING_DIRECTION_TOP3,1,
h5m80d50_direction,002378.SZ,20260302,H5_COMPETING_DIRECTION_TOP3,1,
h5m80d50_direction,600498.SH,20260302,H5_COMPETING_DIRECTION_TOP3,1,
h5m80d50_direction,001203.SZ,20260227,H5_COMPETING_DIRECTION_TOP3,1,
h5m80d50_direction,002378.SZ,20260227,H5_COMPETING_DIRECTION_TOP3,1,
h5m80d50_direction,688726.SH,20260227,H5_COMPETING_DIRECTION_TOP3,1,
h5m80d50_direction,000657.SZ,20260226,H5_COMPETING_DIRECTION_TOP3,1,
h5m80d50_direction,001203.SZ,20260226,H5_COMPETING_DIRECTION_TOP3,1,
h5m80d50_direction,002378.SZ,20260226,H5_COMPETING_DIRECTION_TOP3,1,
h5m80d50_direction,001203.SZ,20260225,H5_COMPETING_DIRECTION_TOP3,1,
h5m80d50_direction,002378.SZ,20260225,H5_COMPETING_DIRECTION_TOP3,1,
h5m80d50_direction,301526.SZ,20260225,H5_COMPETING_DIRECTION_TOP3,1,
h5m80d50_direction,002378.SZ,20260224,H5_COMPETING_DIRECTION_TOP3,1,
h5m80d50_direction,002498.SZ,20260224,H5_COMPETING_DIRECTION_TOP3,1,
h5m80d50_direction,300065.SZ,20260224,H5_COMPETING_DIRECTION_TOP3,1,
h5m80d50_direction,002378.SZ,20260213,H5_COMPETING_DIRECTION_TOP3,1,
h5m80d50_direction,300017.SZ,20260213,H5_COMPETING_DIRECTION_TOP3,1,
h5m80d50_direction,301526.SZ,20260213,H5_COMPETING_DIRECTION_TOP3,1,
h5m80d50_direction,002378.SZ,20260212,H5_COMPETING_DIRECTION_TOP3,1,
h5m80d50_direction,301526.SZ,20260212,H5_COMPETING_DIRECTION_TOP3,1,
h5m80d50_direction,603619.SH,20260212,H5_COMPETING_DIRECTION_TOP3,1,
